ms,bs,cs,fs,max_logLs,min_logLs,mean_logLs,median_logLs,std_logLs,transit_multiplicities_all
-1.4,0.8,100000000.0,0.9,-45572.41279921856,-47421.382989862526,-46283.04526419634,-46086.46329728171,530.6456149967663,"[[758, 400, 300, 173, 86, 13], [819, 442, 253, 194, 83, 25], [792, 390, 291, 198, 89, 21], [824, 383, 257, 211, 88, 28], [813, 391, 258, 184, 82, 17], [813, 377, 268, 162, 110, 26], [808, 396, 248, 202, 84, 16], [837, 400, 283, 196, 102, 23], [784, 397, 267, 183, 92, 21]]"
-1.4,0.8,100000000.0,1.0,-43652.56866204743,-45490.438852691404,-44356.41223813631,-44158.119160110575,528.1438198228053,"[[758, 400, 300, 173, 86, 13], [819, 442, 253, 194, 83, 25], [792, 390, 291, 198, 89, 21], [824, 383, 257, 211, 88, 28], [813, 391, 258, 184, 82, 17], [813, 377, 268, 162, 110, 26], [808, 396, 248, 202, 84, 16], [837, 400, 283, 196, 102, 23], [784, 397, 267, 183, 92, 21]]"
-1.4,0.8,158489319.2461111,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.1,-85626.97801981294,-87994.6922926232,-86853.17946510333,-86825.83085379592,646.8800627567927,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.2,-71942.92197121141,-74301.23624402162,-73165.70119427954,-73140.97480519436,644.4905798454818,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.30000000000000004,-64003.58922739948,-66352.50350020968,-65222.946228245375,-65200.84206138247,642.1047773579628,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.4,-58416.26592260985,-60755.78019542007,-59632.20070123353,-59612.718756592825,639.7226964719096,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.5,-54117.712346416396,-56447.82661922663,-55330.22490281787,-55313.36518039937,637.3443789158813,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.6000000000000001,-50634.333178797926,-52955.04745160813,-51843.42351297716,-51829.18601278091,634.9698669772068,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.7000000000000001,-47713.4982533274,-50024.81252613761,-48919.16636528441,-48907.55108731036,632.599203509976,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.8,-45204.4098740083,-47506.32414681853,-46406.6557637431,-46397.66270799129,630.2324319430727,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,0.9,-43009.800434986,-45302.314707796206,-44208.62410249856,-44202.253268968954,627.8695962883538,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,158489319.2461111,1.0,-41063.25629781487,-43346.37057062506,-42258.657743105214,-42254.90913179784,625.5107411489721,"[[916, 312, 186, 84, 60, 12], [891, 294, 192, 122, 58, 9], [840, 281, 162, 122, 58, 17], [891, 311, 160, 123, 53, 11], [882, 286, 167, 122, 57, 19], [862, 285, 203, 111, 58, 17], [878, 288, 162, 116, 59, 9], [948, 280, 176, 112, 45, 13], [906, 300, 165, 101, 52, 14]]"
-1.4,0.8,251188643.1509582,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.1,-84819.84361385161,-85576.29138311624,-85333.38933647913,-85497.97029227315,275.2278593036113,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.2,-71112.98756525006,-71864.53533451472,-71623.93328787757,-71786.41424367159,274.3432295461622,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.30000000000000004,-63150.854821438115,-63897.50259070279,-63659.20054406564,-63819.58149985966,273.4748101195068,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.4,-57540.7315166485,-58282.47928591318,-58046.47723927602,-58204.75819507005,272.6227559340771,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.5,-53219.37794045505,-53956.838481233855,-53722.523663082575,-53878.704618876596,271.7872209052364,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.6000000000000001,-49713.198772836564,-50452.55931361536,-50213.744495464096,-50367.82545125812,270.9683578442386,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.7000000000000001,-46769.56384736606,-47510.82438814484,-47267.50956999358,-47419.49052578759,270.1663183472839,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.8,-44237.67546804695,-44980.836008825754,-44733.02119067448,-44882.9021464685,269.38125268281823,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,0.9,-42020.26602902464,-42765.326569803445,-42513.01175165218,-42660.79270744619,268.61330967714366,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,251188643.1509582,1.0,-40050.92189185352,-40797.88243263232,-40541.067614481035,-40686.74857027505,267.8626365986208,"[[995, 173, 85, 55, 32, 6], [960, 187, 73, 51, 24, 3], [962, 198, 59, 50, 24, 6], [988, 169, 86, 54, 27, 4], [961, 177, 84, 46, 23, 8], [981, 186, 79, 45, 26, 6], [955, 241, 85, 55, 27, 2], [959, 180, 92, 57, 32, 5], [958, 164, 79, 61, 27, 8]]"
-1.4,0.8,398107170.5534969,0.0,-175743.1075033013,-175743.1075033013,-175743.1075033013,-175743.1075033013,0.0,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.1,-83684.13028687774,-85329.7971481044,-84699.99164969557,-84941.69486959855,492.2989515118106,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.2,-70009.0808352765,-71645.94769650315,-71018.74219809433,-71258.04541799732,489.6453747981389,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.30000000000000004,-62058.04157924837,-63686.10844047501,-63061.50294206619,-63298.40616196916,486.9926894460533,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.4,-56450.531383675276,-58069.798244901926,-57447.792746493105,-57682.29596639609,484.3409101012466,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.5,-52127.14414317645,-53737.611004403094,-53118.20550599427,-53350.30872589725,481.69005172685326,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.6000000000000001,-48615.99212764712,-50217.658988873765,-49600.85349046495,-49830.55671036792,479.04012961196247,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.7000000000000001,-45665.35605112417,-47258.22291235081,-46644.017413942,-46871.320633844975,476.3911593803779,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.8,-43124.98193207405,-44709.048793300695,-44097.44329489187,-44322.34651479483,473.7431569996822,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,0.9,-40897.952871618974,-42473.21973284561,-41864.214234436804,-42086.717454339814,471.0961387905779,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,398107170.5534969,1.0,-38918.0946915752,-40484.56155280186,-39878.15605439304,-40098.25927429602,468.4501214364912,"[[972, 105], [994, 85], [993, 92], [1034, 92], [1002, 106], [987, 103], [986, 96], [1020, 95], [1057, 108]]"
-1.4,0.8,630957344.4801943,0.0,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.1,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.2,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.30000000000000004,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.4,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.5,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.6000000000000001,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.7000000000000001,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.8,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,0.9,[],[],[],[],[],[]
-1.4,0.8,630957344.4801943,1.0,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.0,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.1,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.2,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.30000000000000004,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.4,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.5,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.6000000000000001,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.7000000000000001,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.8,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,0.9,[],[],[],[],[],[]
-1.4,0.8,1000000000.0,1.0,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.0,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.1,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.2,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.30000000000000004,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.4,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.5,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.6000000000000001,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.7000000000000001,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.8,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,0.9,[],[],[],[],[],[]
-1.4,0.8,1584893192.4611108,1.0,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.0,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.1,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.2,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.30000000000000004,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.4,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.5,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.6000000000000001,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.7000000000000001,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.8,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,0.9,[],[],[],[],[],[]
-1.4,0.8,2511886431.509582,1.0,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.0,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.1,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.2,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.30000000000000004,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.4,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.5,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.6000000000000001,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.7000000000000001,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.8,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,0.9,[],[],[],[],[],[]
-1.4,0.8,3981071705.5349693,1.0,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.0,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.1,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.2,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.30000000000000004,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.4,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.5,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.6000000000000001,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.7000000000000001,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.8,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,0.9,[],[],[],[],[],[]
-1.4,0.8,6309573444.801943,1.0,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.0,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.1,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.2,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.30000000000000004,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.4,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.5,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.6000000000000001,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.7000000000000001,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.8,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,0.9,[],[],[],[],[],[]
-1.4,0.8,10000000000.0,1.0,[],[],[],[],[],[]
-1.4,0.9,100000000.0,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.1,-89011.82619063825,-90975.80123240361,-90045.54687519974,-89904.24344965506,650.2757973141215,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.2,-75359.2701420367,-77316.14518380206,-76388.04638215377,-76248.48740105351,648.0935787428442,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.30000000000000004,-67451.43739822476,-69401.21243999014,-68475.26919389737,-68337.45465724156,645.9158092567765,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.4,-61895.614093435135,-63838.28913520052,-62914.50144466332,-62778.431352451946,643.7425340094477,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.5,-57628.5605172417,-59564.13555900707,-58642.503424025424,-58508.17777625849,641.5737986723765,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.6000000000000001,-54176.68134962322,-56105.156391388584,-55185.6798119625,-55053.09860864001,639.409649440671,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.7000000000000001,-51287.346424152696,-53208.72146591805,-52291.40044204754,-52160.563683169494,637.2501330386073,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.8,-48809.75804483361,-50724.03308659897,-49808.86761828399,-49679.775303850394,635.0952967252568,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,0.9,-46646.64860581129,-48553.823647576646,-47640.81373481723,-47513.46586482807,632.9451883001379,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,100000000.0,1.0,-44731.60446864015,-46631.67951040552,-45720.82515320165,-45595.22172765695,630.799856108888,"[[783, 456, 284, 184, 122, 19], [793, 439, 323, 199, 108, 27], [758, 419, 338, 216, 108, 18], [765, 417, 338, 211, 106, 19], [723, 430, 318, 195, 90, 27], [738, 449, 333, 196, 103, 20], [732, 449, 327, 203, 108, 18], [765, 420, 299, 208, 113, 24], [717, 463, 294, 215, 110, 19]]"
-1.4,0.9,158489319.2461111,0.0,-175926.1089132842,-175926.1089132842,-175926.1089132842,-175926.1089132842,0.0,"[[845, 374, 216, 145, 65, 18], [863, 358, 201, 133, 55, 6], [888, 319, 211, 134, 75, 12], [891, 311, 205, 154, 83, 12], [853, 347, 236, 118, 61, 23], [885, 325, 245, 150, 84, 22], [840, 331, 242, 145, 63, 14], [846, 362, 200, 153, 63, 11], [839, 375, 201, 181, 65, 13]]"
-1.4,0.9,158489319.2461111,0.1,-86811.82355994958,-87950.7131085427,-87462.22492709103,-87637.6978794421,446.4780138799116,"[[845, 374, 216, 145, 65, 18], [863, 358, 201, 133, 55, 6], [888, 319, 211, 134, 75, 12], [891, 311, 205, 154, 83, 12], [853, 347, 236, 118, 61, 23], [885, 325, 245, 150, 84, 22], [840, 331, 242, 145, 63, 14], [846, 362, 200, 153, 63, 11], [839, 375, 201, 181, 65, 13]]"
-1.4,0.9,158489319.2461111,0.2,-73135.96751134802,-74276.65705994115,-73785.95776737836,-73960.04183084055,445.83440319477273,"[[845, 374, 216, 145, 65, 18], [863, 358, 201, 133, 55, 6], [888, 319, 211, 134, 75, 12], [891, 311, 205, 154, 83, 12], [853, 347, 236, 118, 61, 23], [885, 325, 245, 150, 84, 22], [840, 331, 242, 145, 63, 14], [846, 362, 200, 153, 63, 11], [839, 375, 201, 181, 65, 13]]"
-1.4,0.9,158489319.2461111,0.30000000000000004,-65204.83476753611,-66347.32431612922,-65854.41391245529,-66027.10908702858,445.2056874413512,"[[845, 374, 216, 145, 65, 18], [863, 358, 201, 133, 55, 6], [888, 319, 211, 134, 75, 12], [891, 311, 205, 154, 83, 12], [853, 347, 236, 118, 61, 23], [885, 325, 245, 150, 84, 22], [840, 331, 242, 145, 63, 14], [846, 362, 200, 153, 63, 11], [839, 375, 201, 181, 65, 13]]"
-1.4,0.9,158489319.2461111,0.4,-59625.71146274647,-60770.00101133961,-60274.879496554575,-60446.185782239,444.5919298102693,"[[845, 374, 216, 145, 65, 18], [863, 358, 201, 133, 55, 6], [888, 319, 211, 134, 75, 12], [891, 311, 205, 154, 83, 12], [853, 347, 236, 118, 61, 23], [885, 325, 245, 150, 84, 22], [840, 331, 242, 145, 63, 14], [846, 362, 200, 153, 63, 11], [839, 375, 201, 181, 65, 13]]"
-1.4,0.9,158489319.2461111,0.5,-55335.35788655301,-56481.447435146154,-55984.114809250015,-56154.03220604554,443.9931923339624,"[[845, 374, 216, 145, 65, 18], [863, 358, 201, 133, 55, 6], [888, 319, 211, 134, 75, 12], [891, 311, 205, 154, 83, 12], [853, 347, 236, 118, 61, 23], [885, 325, 245, 150, 84, 22], [840, 331, 242, 145, 63, 14], [846, 362, 200, 153, 63, 11], [839, 375, 201, 181, 65, 13]]"
-1.4,0.9,158489319.2461111,0.6000000000000001,-51860.17871893456,-53008.06826752766,-52508.52453052042,-52677.05303842706,443.40953585774116,"[[845, 374, 216, 145, 65, 18], [863, 358, 201, 133, 55, 6], [888, 319, 211, 134, 75, 12], [891, 311, 205, 154, 83, 12], [853, 347, 236, 118, 61, 23], [885, 325, 245, 150, 84, 22], [840, 331, 242, 145, 63, 14], [846, 362, 200, 153, 63, 11], [839, 375, 201, 181, 65, 13]]"
